row.ID,row.m.z,row.retention.time,ID_Ranked,Intensity_Ranked,Class_At_Max_Intensity,Adduct_At_Max_Intensity,Only_One_Class,LIPNEG17MAR_01.BLANK.1,LIPNEG17MAR_10.111,LIPNEG17MAR_11.191,LIPNEG17MAR_14.56,LIPNEG17MAR_07.73,LIPNEG17MAR_09.38,LIPNEG17MAR_08.55,LIPNEG17MAR_02.POOL.1,LIPNEG17MAR_16.12,LIPNEG17MAR_20.BLANK.2,LIPNEG17MAR_13.102,LIPNEG17MAR_17.127,LIPNEG17MAR_24.128,LIPNEG17MAR_15.118,LIPNEG17MAR_03.201,LIPNEG17MAR_18.146,LIPNEG17MAR_26.129,LIPNEG17MAR_25.110,LIPNEG17MAR_23.100,LIPNEG17MAR_12.74,LIPNEG17MAR_22.92,LIPNEG17MAR_27.37,LIPNEG17MAR_21.POOL.2,LIPNEG17MAR_28.29,LIPNEG17MAR_33.47,LIPNEG17MAR_31.46,LIPNEG17MAR_35.137,LIPNEG17MAR_34.91,LIPNEG17MAR_30.75,LIPNEG17MAR_32.119,LIPNEG17MAR_36.200,LIPNEG17MAR_42.BLANK3,LIPNEG17MAR_38.183,LIPNEG17MAR_37.154,LIPNEG17MAR_41.173,LIPNEG17MAR_45.66,LIPNEG17MAR_44.172,LIPNEG17MAR_46.19,LIPNEG17MAR_50.28,LIPNEG17MAR_49.101,LIPNEG17MAR_40.190,LIPNEG17MAR_39.192,LIPNEG17MAR_43.POOL.3,LIPNEG17MAR_62.BLANK.4,LIPNEG17MAR_55.20,LIPNEG17MAR_52.3,LIPNEG17MAR_53.109,LIPNEG17MAR_59.48,LIPNEG17MAR_51.145,LIPNEG17MAR_47.1,LIPNEG17MAR_64.64,LIPNEG17MAR_60.84,LIPNEG17MAR_56.10,LIPNEG17MAR_58.156,LIPNEG17MAR_57.155,LIPNEG17MAR_48.165,LIPNEG17MAR_65.136,LIPNEG17MAR_66.21,LIPNEG17MAR_54.164,LIPNEG17MAR_72.147,LIPNEG17MAR_69.11,LIPNEG17MAR_74.65,LIPNEG17MAR_63.POOL.4,LIPNEG17MAR_71.2,LIPNEG17MAR_61.199,LIPNEG17MAR_68.174,LIPNEG17MAR_89.BLANK.5,LIPNEG17MAR_79.138,LIPNEG17MAR_76.120,LIPNEG17MAR_75.57,LIPNEG17MAR_73.93,LIPNEG17MAR_67.181,LIPNEG17MAR_85.30,LIPNEG17MAR_70.182,LIPNEG17MAR_87.209,LIPNEG17MAR_83.83,LIPNEG17MAR_80.163,LIPNEG17MAR_86.208,LIPNEG17MAR_88.210,LIPNEG17MAR_84.39,LIPNEG17MAR_90.POOL.5,LIPNEG17MAR_77.82
2751,480.3084813,2.921436147,1_LPE(18:0)-H,888.830384,LPE,[M-H]-,Yes,0,20736.26665,14224.81227,7510.030274,55713.03783,14871.81437,13855.96859,6810.893681,53574.92901,0,9860.472122,3940.776997,1891.208002,21019.89057,4982.128442,9307.023111,2235.323259,16267.32689,11326.2473,74268.65581,6792.998179,11819.09152,9679.844489,17968.03689,16301.48555,22496.9823,8332.403853,2626.471367,140027.4278,15595.02668,4484.242033,0,52021.67986,13407.77353,3538.989792,5940.624889,2784.160583,12617.38519,15984.07047,6042.841209,42913.88173,15473.27312,6191.098429,0,11915.89418,32403.60999,28658.59765,22961.35759,7667.465689,49258.39246,5864.585797,14395.43368,35328.5112,16040.3924,11624.03753,809.1420943,6211.571002,17242.00753,366.7223942,11428.86028,47326.65411,8659.581137,6527.985146,42985.16542,5122.710301,5521.118963,0,3425.202072,23273.99053,5518.213398,8635.657408,75158.93985,15836.51647,40920.64202,5717.785035,72641.55842,622.1785322,4347.824158,3678.837859,22011.23217,5834.791752,232493.5745
1310,480.3084779,2.911476623,1_LPE(18:0)-H,888.830384,LPE,[M-H]-,Yes,0,31924.56653,14224.81227,10145.75545,76519.06003,20483.39053,19088.38387,6810.893681,81118.63983,0,14540.33955,5765.947619,3094.256386,33895.85671,4982.128442,12202.07,4707.271129,28364.16423,17528.60385,74268.65581,8205.4108,17239.16332,9679.844489,17968.03689,24673.60287,32628.53376,12593.15057,4053.781849,227766.5243,21454.30606,6060.067451,0,83586.95765,20079.21436,3538.989792,8252.236992,6477.757794,17283.55015,22349.65011,10461.40087,51791.90845,15473.27312,6191.098429,0,11915.89418,40411.47565,46443.73755,37883.63278,11371.85577,87992.29401,9841.855176,102101.4829,57802.1501,23179.89279,17363.35302,1539.064752,9164.432908,21779.64546,1511.655001,14224.98003,70437.76707,11454.2542,9868.296029,76994.55425,8121.876167,8632.724874,0,7482.194423,35196.85273,7833.01492,8635.657408,113206.8906,23737.90093,64951.66699,8585.868613,132342.6874,94.98802719,4347.824158,3678.837859,37206.33307,8961.246602,147677.4171
1309,478.2927022,2.213420346,1_LPE(18:1)-H,10206.73289,LPE,[M-H]-,Yes,0,68771.62279,57753.36017,31975.9193,126788.3666,43406.59741,39204.54785,90750.80885,105156.087,0,28389.06217,24793.52459,21686.43924,97783.02697,27696.18482,182087.9353,26798.79293,67283.57272,63194.00502,261735.3067,53373.47992,52507.48121,87990.30546,33736.44914,72978.12454,82591.16492,24421.90704,49532.55549,483398.104,64451.73526,40475.8128,0,304192.2692,132428.7941,19512.25174,40511.01626,77186.16349,76061.53931,51409.2838,15990.44154,371899.4451,21134.40665,94152.99381,0,43834.04905,115033.5242,130713.16,85911.23241,145412.9045,150657.0171,33367.38351,272758.2625,54625.04431,134932.1034,127101.3153,100912.1591,28822.09159,51904.76792,69929.88806,200917.9765,92424.4886,36119.58025,97735.74078,128673.1024,44493.22845,97408.6546,0,27869.17827,90292.30204,47710.06438,66140.04787,334714.7759,48042.13453,76446.90319,43267.54487,286989.815,70847.40096,34327.68463,39915.34617,61699.94959,95151.56997,478441.8508
1992,476.2767728,1.857646753,1_LPE(18:2)-H,885.445472,LPE,[M-H]-,Yes,0,47107.85264,5364.084507,30139.63659,9466.59355,118227.4516,26513.21601,9785.687836,36432.49457,0,2675.252301,2829.785765,2950.73006,44932.04416,6688.218608,25960.81659,4999.463421,53230.65367,8983.825434,38933.60261,8496.34412,130832.7793,15433.61253,10065.24739,207723.0142,265676.6903,6255.373274,8285.677582,87080.68547,41966.41412,8537.079455,0,37493.26515,21853.66602,6839.286285,30546.8998,7676.398304,9724.07316,11495.68226,8189.741977,42661.15661,8666.222301,15078.20479,0,7330.746751,39734.04222,74732.4021,258170.0412,23382.46852,48091.19866,29577.31672,40328.60313,26838.73739,21341.47615,18159.667,13216.48351,9018.55694,9712.578335,12308.31035,32956.47602,35024.7667,37983.53001,14896.01949,38289.94305,8036.243578,11287.37514,0,6440.8853,57896.24558,25965.00349,6934.186453,54035.16866,10269.12944,26799.03518,8304.989612,55435.71172,9226.898746,5606.290889,3546.154291,143125.5618,19411.82042,83116.60999
2521,500.2768101,1.775593506,1_LPE(20:4)-H,1948.1673,LPE,[M-H]-,Yes,0,177558.7656,89483.99503,38939.57445,189071.2208,64669.48995,32584.6636,55169.67404,277020.2343,0,25479.64127,31780.56162,32131.92525,231695.9682,54573.22647,134334.6582,37211.1583,181635.3767,29467.1136,307985.6325,36270.68204,70975.10987,66657.0444,72982.58223,120744.0057,120312.8581,36857.87025,28157.29021,621954.7898,195792.8234,67064.09379,0,335061.0018,82547.20245,22940.01109,25155.13422,24041.32042,68359.78578,76613.13687,38172.18402,537379.1863,144012.4616,77231.35351,0,47139.68638,212057.6039,277194.2035,143847.3812,110702.3612,281654.3947,27380.19604,311078.7557,181007.2477,67513.56153,70914.11561,42815.58806,47164.08238,81757.18443,33547.27286,132632.4377,246346.4893,46424.69471,66896.79669,214075.2789,52023.58674,29925.37599,0,52403.16516,224165.0556,25012.18124,34024.99701,463442.5043,97439.17479,277994.4435,67893.56496,425901.2937,23972.97631,54318.33111,56676.20065,98448.05774,96927.1266,630624.7286
1814,500.2767845,1.774652165,1_LPE(20:4)-H,1948.1673,LPE,[M-H]-,Yes,0,197354.1564,110878.2098,38939.57445,205738.9212,70281.43064,41297.97197,59283.63408,277020.2343,0,27852.81657,46291.61408,33203.50979,231695.9682,54573.22647,134334.6582,51472.86076,201191.4485,41293.35526,386758.8204,38211.63501,70975.10987,70798.04706,72982.58223,130619.4428,136960.9193,46179.81613,29471.58146,758267.039,214522.6648,67064.09379,0,404728.6842,82547.20245,24571.33654,33723.41662,26659.61095,73690.28011,76613.13687,39890.09987,496875.5132,157083.4948,83536.83887,0,50187.15462,231141.6679,330847.7179,143847.3812,110702.3612,310791.9382,29155.07745,281478.0534,181007.2477,67513.56153,77452.63743,60012.92483,47164.08238,81757.18443,49393.98577,132632.4377,246346.4893,46424.69471,86182.24587,233079.2183,55044.87042,42149.96983,0,52403.16516,245390.8172,37111.92976,35945.78022,585207.3834,97439.17479,301970.6337,68106.36961,385183.6173,35884.56978,57537.32015,61155.44483,98448.05774,96927.1266,756045.0267
2310,597.3027657,1.658765152,1_LPI(18:1)-H,6133.13116,LPI,[M-H]-,Yes,0,17958.44691,64213.31296,23293.22523,11484.67411,12535.82216,19625.41982,47043.46865,46334.45631,0,16444.52819,12362.32659,7444.941478,42733.88345,44313.99388,69173.16906,8151.087651,27674.21044,32711.89345,83197.68583,23357.65846,13720.46409,42819.31534,36608.77081,25364.53321,32430.23987,44184.37523,21971.25964,191552.7025,30356.51949,34450.24275,0,357093.2743,96749.64345,26895.41653,16665.00907,41295.68165,37910.79926,30235.49828,27588.5464,300635.9892,51805.63939,56958.43668,0,7674.184892,33487.20498,30406.54688,34614.49352,37727.5218,53763.64275,17924.54776,47475.58841,35756.96757,39885.31145,53297.70603,62643.26959,16488.26448,21592.55715,57824.23907,64803.28882,50317.4642,26833.28688,60211.60019,50968.91727,32533.15361,50303.39338,0,15932.05055,34109.24808,13007.69196,27072.40671,240766.1236,41651.29151,111541.6947,28405.91531,83028.49923,45515.24544,22452.55091,27158.55495,23424.80655,59079.09826,115450.5582
3280,597.3026314,1.653364,1_LPI(18:1)-H,6133.13116,LPI,[M-H]-,Yes,0,5446.394579,15261.13872,6770.3457,13747.87339,0,0,10704.2888,14438.53466,0,6085.535,3857.829743,2357.96124,9971.539961,9175.5926,20696.27213,3249.165455,8152.146,7342.459109,20439.46155,13640.91827,3834.251399,11579.57391,11291.50825,7320.819703,8836.445142,10803.7364,5877.528751,57581.61587,8534.0255,9470.943512,0,85062.39523,27122.22026,6882.012753,5617.920938,10733.96693,10482.34241,8158.584302,8040.72375,67175.41428,26865.21625,16965.90809,0,3029.456258,9821.615304,6976.146796,11503.07453,10007.36377,14134.95147,5634.238987,11382.35521,9834.577835,11938.65624,14849.38239,15632.4299,4619.722135,5409.563782,15046.20812,18122.58289,14752.4758,7948.495828,13921.32405,29473.01512,9151.531952,12985.69839,0,4136.808165,8423.899494,2338.435023,8390.880188,66968.90325,10499.5344,93786.59452,8684.194909,24691.73635,12000.16081,6362.114644,15777.5783,5518.85647,15617.98447,33081.36569
3234,524.297896,2.179664719,1_LPS(18:0)-H,1492.75966,LPS,[M-H]-,Yes,0,13882.08301,45850.34828,27982.48464,20305.96949,16959.83105,21079.51634,14331.35897,22139.20373,0,9255.342054,5302.83231,1715.954726,20388.53876,13419.31676,17012.68584,7371.754842,18961.69961,15923.21076,37694.81299,5101.574305,18569.97747,21567.91187,11603.88496,7996.840352,24468.81501,19700.90781,10269.48666,110623.7992,14149.12345,22220.93464,0,205949.115,37578.94667,10120.9646,17961.82142,18176.46492,15343.91381,9199.722301,13056.63573,143683.1753,28363.65263,25843.67257,0,3554.773864,16067.27485,32539.08223,22149.82153,13673.01562,22349.8266,8763.127583,28934.97091,17143.50074,20345.18315,13943.4934,13098.09905,8509.744161,12808.95421,2975.54687,14508.87215,22426.69117,16640.84641,14091.15146,18612.26996,8154.375303,18669.78137,0,7398.229009,37047.09536,7495.155531,14362.05091,234129.4065,11805.75087,69954.85376,19068.14915,47152.2097,6289.16865,12589.55662,27380.94803,26275.30266,21003.77566,64850.41788
215,580.3601177,2.121414069,1_LPS(22:0)-H,91.42379,LPS,[M-H]-,Yes,0,107119.7753,90398.94653,51119.07672,75024.52536,52443.02837,43658.36439,43655.31166,186314.5603,0,34536.69041,32209.29047,23807.96118,155875.9938,34293.17662,152489.787,38600.99449,126311.9902,52339.95918,108322.482,37195.83015,64971.23189,63245.07969,75583.40836,103064.8609,141727.8687,60204.75351,42742.94792,245560.927,117287.7321,47877.9682,0,413419.0828,120147.2934,52633.39915,69104.18653,58083.61337,88718.00649,71797.04044,50561.07782,476311.355,129069.2435,60736.97774,0,72438.29814,181254.917,167573.6325,153787.6322,114385.1929,167387.1987,33498.71216,157395.5631,123477.7381,91716.00095,86546.52968,68254.59093,53779.31925,96058.54538,42229.18894,176213.8878,173677.0824,59214.89142,78653.9025,124136.1253,40157.61593,75120.00111,0,51644.01179,182800.2649,31705.3295,42876.40975,454566.7069,87276.94329,216513.9625,60387.24356,193991.3782,55759.08523,42356.56998,36291.04214,88471.30383,87191.38665,214598.8034
1588,580.360145,2.259893162,1_LPS(22:0)-H,406.9433,LPS,[M-H]-,Yes,0,817251.0981,705646.3425,154182.103,451755.2018,408203.1461,113747.3952,338008.2816,1322237.789,0,138095.2421,106044.0065,106586.5996,1183045.459,28288.62886,664663.7424,106417.3911,881515.9346,165578.3523,768425.0704,128152.1082,299371.389,434713.3193,396451.1118,983497.8782,1039568.376,230806.845,128204.9326,1412132.044,1133012.836,225492.9834,0,2943333.409,880386.5269,169343.7421,269834.0076,229927.0089,420465.8449,353901.3153,156437.0417,3200943.799,883956.178,444596.0315,0,322975.6337,1185081.302,1175897.175,1114772.699,485689.7934,1030394.373,160971.9447,838242.1102,770376.8673,473489.1275,644178.7136,217835.5994,164923.2466,401361.6892,114981.5732,691943.9397,1265396.611,192096.9888,470803.1732,925756.7653,154801.6149,251979.5714,388.1889693,167092.9796,1343706.578,126830.4669,158314.8758,3202596.424,515894.2605,1424294.056,363637.9385,1215278.24,31563.63564,316061.7794,294056.674,455457.2144,440492.1011,1647064.975
214,580.360226,2.260386538,1_LPS(22:0)-H,406.9433,LPS,[M-H]-,Yes,0,720689.646,675020.9746,154182.103,461150.3242,408203.1461,125961.3848,338008.2816,1164432.794,0,141143.1853,106044.0065,106586.5996,1189369.897,214294.401,672067.3803,106417.3911,745925.736,154306.5207,784582.8764,41593.3925,196506.6648,451362.4189,353129.7123,998797.5598,1046396.043,108990.2451,117774.7483,1419945.062,1148522.629,225492.9834,0,3031088.387,891882.9522,252252.0875,269834.0076,229927.0089,284137.8876,353901.3153,156437.0417,2754192.083,883115.6494,463166.87,0,340806.2739,1014415.559,1180869.733,1122341.479,481846.2395,1043837.901,160971.9447,842269.6124,650541.8313,468369.8374,648413.3317,117182.0664,164923.2466,373781.7544,186968.887,687987.8424,1297000.745,192096.9888,470803.1732,813691.9637,241799.3457,277229.951,388.1889693,71395.7622,1347197.957,130899.982,158314.8758,3055961.814,500891.3173,1455637.128,289979.8715,1224674.353,184521.6065,273906.4132,294056.674,412704.1046,394808.7717,1647064.975
742,580.3601242,2.260880128,1_LPS(22:0)-H,406.9433,LPS,[M-H]-,Yes,0,808253.869,683632.8966,15105.80354,440617.4116,381720.1836,31063.48833,314444.3721,1266329.255,0,138095.2421,94266.86356,94733.64723,1138894.115,201885.3441,617261.8143,94932.16798,845608.242,150912.9152,768425.0704,128152.1082,274622.6024,416500.0903,369946.6748,928078.1274,992392.9956,217162.5871,117774.7483,1351224.675,1073867.343,205006.5214,0,2816555.194,828536.4504,225278.0488,244264.5544,211607.946,375213.4728,326812.967,135678.255,3046047.279,825879.7155,431391.8289,0,302678.0014,1126429.19,1125543.719,1059767.607,443723.2147,968459.0539,145215.9157,787084.6706,730800.6661,439916.7232,595793.3159,196549.4293,143324.7513,372041.9849,186968.887,637793.9077,1212972.027,176996.6778,443789.721,873574.9926,214200.863,272197.9919,388.1889693,151821.8626,1289704.839,126830.4669,154447.2838,2988671.233,486093.7716,1265328.479,343888.9143,1150070.539,184521.6065,292629.7911,274970.1424,427991.8238,409992.7101,1696654.414
419,842.6705436,15.18863205,1_MMPE(18:1_24:0)-H | 1_MMPE(18:0_24:1)-H | 1_DMPE(18:1_23:0)-H,481.5694 | 443.1678 | 305.93037,MMPE,[M-H]-,No,0,272306.6906,205143.3604,1458333.653,657085.6072,1141228.435,1052826.562,361705.607,1370377.741,0,1052651.472,403076.3102,338223.57,360168.0322,373934.8408,255937.8842,365873.4163,267966.651,917460.58,870160.7302,1161437.061,1208329.268,437719.8638,1138449.52,1027105.453,1048047.763,335752.541,964456.4373,780286.0147,421314.7528,474405.6274,0,276172.9054,488423.9089,799802.8235,866977.9639,673355.0367,1568888.32,1298064.933,1020090.396,243115.7532,247344.2916,465383.3851,56.22982749,1131106.825,1270187.178,390613.0686,1204827.242,277646.8016,1807439.887,566703.1663,755279.5178,1494773.61,605520.2025,486997.6027,446559.6004,386428.885,1376651.138,428227.1592,269206.5213,1480734.8,836825.2494,372639.8285,1511313.657,450102.1569,801790.6609,0,377201.2377,414263.7908,1009695.572,1185325.567,354686.1393,875978.7965,381109.5108,367255.3433,843453.6687,341997.476,338240.5737,364829.9872,1343240.124,445408.2303,893769.7269
956,782.5695689,14.63020556,1_MMPE(18:0_20:3)-H | 1_PE(19:0_20:3)-H | 1_DMPE(17:0_20:3)-H | 1_PE(17:0_22:3)-H | 1_MMPE(16:0_22:3)-H | 1_DMPE(18:3_19:0)-H,8211.263 | 7034.906177 | 6465.61047 | 5700.119347 | 5610.20343 | 5482.72906,MMPE,[M-H]-,No,0,38718.48782,112222.0127,17518.80783,473924.9794,4322.724079,9469.959339,95404.23307,92128.76439,0,291071.4127,56834.2591,50085.83036,62380.47056,58371.32765,121273.1415,71397.96012,34943.46057,276034.8268,511238.2475,357051.3344,28877.18257,102882.1818,126267.1636,21914.70541,7663.612549,38688.86881,331829.5288,430675.6436,39877.36643,150481.7483,0,110612.1423,105649.0119,62436.93438,15438.48059,75564.705,159255.302,120275.5665,349802.9545,148304.6427,137697.004,121118.6351,283.0191465,106131.6442,103394.6131,33432.04358,13248.90546,97108.68392,138327.9697,14173.71887,324982.0399,103036.3385,93932.25757,62166.27864,136270.8553,27459.73733,113835.2727,133071.5495,124751.9514,75781.8056,20397.27642,138165.3175,74619.82582,116084.3245,45527.54578,0,37253.07321,22849.53615,23075.61735,365793.0268,147810.3693,129628.3191,219447.4074,77913.51202,396368.5799,151716.0363,68486.36569,70211.1579,18170.32004,108348.1966,368227.9181
453,868.6867905,15.16565979,1_MMPE(20:1_24:1)-H | 1_MMPE(22:1_22:1)-H,8329.79483 | 133.3911,MMPE,[M-H]-,Yes,607.0419355,797716.0218,774823.1762,2935081.178,1632759.549,2612141.569,2232678.595,1431879.509,3140243.939,0,2653688.538,1162113.551,1019279.863,1530057.149,1075962.385,1236190.47,1160769.048,941242.7104,2477524.367,2334407.97,3034059.319,2615505.283,1794724.037,2964473.37,3395804.848,3011457.597,1060694.801,2586662.579,2040344.844,1572919.407,1418591.555,278.7823638,919512.6634,2075897.435,3956776.796,2364208.656,3019580.68,3165453.909,3026199.087,3030840.207,1015997.724,983216.5925,1823065.813,521.3235401,2278378.646,3128473.648,1207692.313,3772130.46,1239628.814,4708601.43,1832881.691,2214113.326,3408166.382,322718.7768,1887619.428,2023894.938,1350633.947,2841140.176,1927543.746,1489912.703,3174912.032,2181204.561,1819181.862,3608288.999,1336514.054,4391877.957,0,1254633.479,1783878.037,2399628.285,3143002.492,1160492.675,2855270.061,1103251.379,1369445.517,2352358.574,1969429.113,1220067.726,1289586.702,2958290.627,1933895.98,2091338.959
1007,866.6707196,14.70050513,1_MMPE(20:2_24:1)-H | 1_MMPE(22:0_22:3)-H,545.5536 | 416.27587,MMPE,[M-H]-,Yes,242.4432469,88469.58412,65605.6829,196617.0187,144919.7156,176765.0598,159981.705,134777.1682,556990.2775,0,238084.0731,91211.56382,127120.171,173984.478,65918.53561,106202.6495,136048.9268,135125.3829,263582.2317,176304.4729,255121.9101,198037.6207,136264.9093,407908.6131,281444.0249,320832.1009,170091.2539,223605.1547,217752.8871,245617.912,95233.05016,0,69861.86963,200653.6327,414875.3069,247325.6969,334074.625,295184.6897,383572.4328,283540.1563,113013.318,122611.553,151812.7091,0,217220.3091,455426.5255,165059.1033,281364.4578,116943.266,108663.1119,216649,182881.9096,704573.847,319910.7907,199113.5835,163888.854,125517.8749,222794.9681,143636.9384,94349.48247,737837.3421,226251.313,212594.6723,669298.8529,104103.7245,522298.7365,0,160116.4959,230750.8526,145924.9547,285392.6823,69617.53753,329510.0881,81819.12248,114560.8865,142640.8771,160329.9336,107308.9177,115837.3607,211000.686,162930.483,148912.2255
661,870.699217,15.32650855,1_MMPE(20:1_24:0)-H,150.31576,MMPE,[M-H]-,Yes,267.1235234,46904.70232,200091.979,131597.9742,185193.224,113321.8087,116700.6254,171805.1267,445886.8741,0,222323.5257,79731.44597,67769.04689,120890.1882,138165.0897,118177.5967,88016.65584,34025.04012,223662.6192,148526.506,137953.8636,85937.93589,407456.1935,880376.091,68795.12775,160476.5308,116383.5503,121081.1642,96928.39205,116129.7432,197548.3375,0,100105.3872,623287.7335,1326673.99,167749.9446,1190619.402,270106.3737,887963.326,251999.5421,237343.2683,257403.1812,391655.6359,0,162943.6592,163537.5421,47165.0304,134175.6414,159830.2066,311528.7017,108323.6532,114809.624,474492.2186,795768.2588,518801.8792,82829.37422,124708.6356,185208.1539,116350.6742,145930.756,547428.853,146077.9367,380875.4031,233820.7124,113811.6431,1432634.138,0,138386.4348,154669.1093,99231.18699,151105.8018,116555.39,905446.8444,175750.5677,261901.0563,230928.5321,124900.9135,296860.7593,286062.6711,104022.4043,387809.4796,179110.0797
273,750.52718,9.688999593,1_PC(14:0_16:0)+HCO2 | 1_PC(15:0_15:0)+HCO2 | 1_OxPE(16:0_18:0(2O))-H,18408.63146 | 8511.91724 | 6629.88697,PC,[M+HCO2]-,No,34326.33151,263776.454,234403.6876,364850.5844,542893.3501,178016.6164,173233.348,419778.5173,290951.337,17032.43709,465040.2504,247798.2172,246064.9279,206387.5994,413046.7444,342846.3691,252594.8413,217088.5363,456817.8677,559845.477,464952.1088,308445.1355,297920.3874,318698.0547,230661.8581,246523.5336,251491.221,532410.7752,520028.6854,261684.8963,306963.8901,17948.14573,242250.4314,120191.092,143923.5121,205339.1817,126087.5482,362408.7395,240889.0283,469607.3882,220479.7765,189237.3332,315662.6669,16034.84792,273427.6525,290494.7448,264188.0744,232528.506,357054.7149,365865.5873,148884.4044,450676.0068,267126.9375,119921.3223,110421.5978,374064.1831,225834.1886,279601.9286,332930.9378,330715.1193,274899.966,168132.0787,286249.1509,354419.8165,267105.0483,144782.8346,16131.99406,254542.0132,254864.0132,270902.1056,586300.342,280720.0422,215551.9195,300662.0511,246140.7624,579004.8009,341499.444,221133.1233,214778.042,287277.3203,276258.1429,543488.2653
1998,750.5248812,9.696637037,1_PC(14:0_16:0)+HCO2 | 1_PC(15:0_15:0)+HCO2 | 1_OxPE(16:0_18:0(2O))-H,18408.63146 | 8511.91724 | 6629.88697,PC,[M+HCO2]-,No,19173.47446,134766.8533,38671.34035,169743.61,57446.67667,56788.48677,0,317404.6198,280058.3327,3517.264671,126698.0484,220156.9746,234683.9896,224225.2263,78386.17576,266308.0801,224240.4261,194734.7848,393165.0941,282182.6297,436195.8109,235630.4457,294250.9053,262650.8689,235865.9561,207455.6181,222186.5446,406510.563,461257.1751,230576.8654,295333.5113,10364.83939,232646.2487,106964.6274,127494.9368,137629.7187,75329.30391,324504.6986,234482.0953,448642.1033,29252.47386,185268.9487,315195.7016,14574.56871,230148.7619,256067.8151,252717.4962,186863.7165,270155.8307,354707.6824,115748.088,479172.1947,235567.7672,94164.77222,82591.12509,320178.1397,211225.5852,280478.1836,260190.9135,284347.2284,265588.6922,145977.5677,251816.8975,292382.9042,57142.0119,113985.1619,13372.67977,158605.7801,203172.2075,124493.439,54988.52926,264286.6553,233300.3347,298379.181,235815.1102,389763.9199,316461.1472,216039.0727,204008.4212,261078.1413,269873.5538,481738.024
1410,750.5271801,8.446940909,1_PC(14:0_16:0)+HCO2 | 1_PC(15:0_15:0)+HCO2,2916.51142 | 2761.27222,PC,[M+HCO2]-,Yes,0,27891.53807,38353.27556,67249.0007,162285.1115,35652.43057,41591.25578,50500.88688,29383.79562,0,234026.7238,40280.69865,39824.24134,26871.8111,95793.12044,33453.80426,51747.75652,22479.40382,208604.3011,180026.5675,241973.8108,24697.02358,55922.64045,53669.42715,21004.29866,18668.75085,41929.33916,171920.4928,146394.2752,14466.07443,113893.1587,0,48657.74426,12883.31052,22260.69609,45242.99531,19201.01241,67627.20693,46404.03752,166323.7753,37416.10923,33860.41248,55100.56058,0,45385.43968,23143.24611,25472.20635,18607.28996,29323.5909,41434.78232,28885.87505,113158.0025,26178.37588,14972.11845,13478.23302,101553.9335,40332.18467,52882.30149,67773.45352,27740.71021,30072.39139,37672.19368,61524.25874,31601.53049,111743.9386,26698.65966,0,43024.25077,20365.51391,55862.56006,266505.1382,72953.48659,51920.78753,72182.91612,17804.34339,129508.3086,77821.31591,70536.67282,64122.68188,27709.26101,53474.42898,148000.1786
1784,748.5156359,7.998754566,1_PC(14:0_16:1)+HCO2 | 1_PC(14:1_16:0)+HCO2,8140.32124 | 7825.333602,PC,[M+HCO2]-,Yes,0,3519.405601,32072.38496,0,124066.4446,0,0,111778.3424,23781.36298,0,133139.9865,9895.42295,66875.31286,12223.5559,100563.3393,86027.71619,67846.23269,17651.51012,106822.3793,203573.0899,139460.4141,128064.9839,107805.7944,74168.66548,47567.06824,64828.78753,11746.82761,128301.4333,175064.4865,18494.75595,184611.4574,0,81906.76233,40554.33624,76008.64744,100416.7246,59110.01445,121993.6801,74587.31526,148862.3751,54135.33209,54470.6187,111793.4982,0,80909.58439,32940.4068,42176.75179,90398.1406,102223.2266,47066.13722,82042.51243,154757.0594,29059.71131,37627.61358,37927.87276,89343.3306,0,92439.16163,88537.2058,123267.5894,24639.3371,108365.9071,120093.3207,29954.6986,181745.1621,74426.74689,0,53335.70794,27398.80107,16683.63457,125562.475,113588.7419,67754.83678,107607.5817,122144.2389,147728.8783,86296.00405,129757.0711,127500.6834,141204.7319,127505.0661,200148.857
601,778.5587234,11.0945249,1_PC(15:0_17:0)+HCO2 | 1_PC(16:0_16:0)+HCO2,4456.027602 | 4381.013372,PC,[M+HCO2]-,Yes,0,56515.24004,248266.4221,185185.2835,300989.1631,73841.45384,147971.6974,186649.1397,79224.38724,249.2055847,334554.1522,116559.4772,125944.7311,65418.69161,393964.1119,76595.98933,119578.9439,66123.2289,358869.4892,284740.3646,424350.5526,79186.75365,188046.2025,121762.6927,59061.29279,72863.99608,125266.9886,395405.7815,305984.591,81070.68065,457831.9817,166.0420824,323422.4059,51921.672,61792.61578,127809.0293,46416.74068,131286.3699,125416.2514,464304.1678,316905.6777,383104.4827,235840.147,133.2026036,98060.81168,83255.09954,68314.40859,73803.53836,88958.327,127045.2358,107678.9201,345592.2325,47184.04195,57218.67544,62789.22104,162982.9043,112031.2958,118279.5397,163502.501,106304.2709,90730.1125,116896.2635,233452.7533,99323.89781,472246.1102,56738.73325,113.4006702,128165.5626,84654.86793,155393.1889,474115.4955,404766.1694,132117.3607,402310.2481,391929.344,354789.1902,152120.2676,433660.9165,373776.429,82660.0522,238719.2766,336966.7712
